,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score
0,8450.122809171677,208.76026439666748,15.698541641235352,13.61447262763977,0.5,{'C': 0.5},0.6216666666666667,0.6156609195402298,0.6186637931034482,0.0030028735632184334,1
1,6478.291676878929,454.02064287662506,3.3816715478897095,1.0269707441329956,0.1,{'C': 0.1},0.5020689655172413,0.49408045977011494,0.49807471264367814,0.003994252873563198,2
2,5495.500538825989,404.9809286594391,121.20775055885315,119.45219087600708,0.05,{'C': 0.05},0.40629310344827585,0.39873563218390806,0.40251436781609196,0.003778735632183894,3
3,4317.746736645699,271.6055680513382,2.002239227294922,1.1016461849212646,0.01,{'C': 0.01},0.16336206896551725,0.1646264367816092,0.16399425287356323,0.0006321839080459801,4
