,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0,12984.318021297455,196.40799599336273,2.6808439095815024,0.17485200854280633,1,{'C': 1},0.6624274496415159,0.6738648002731308,0.6666951177876408,0.6676624559007625,0.00471911394483108,1
1,12040.215471982956,327.73446852388804,24.386176188786823,33.541453290647894,0.5,{'C': 0.5},0.6424547627176511,0.6562393308296347,0.6526118129054285,0.6504353021509047,0.005834179679949112,2
2,9489.782802740732,226.65778492819982,8.050252517064413,7.53281810023054,0.1,{'C': 0.1},0.5335438716285421,0.5375981563673609,0.5395612837145783,0.5369011039034938,0.002505556978176192,3
